data;Captacao_Liquida_Poupanca
2004-06-02;240994.22
2004-06-03;214747.2
2004-06-04;867970.46
2004-06-07;143631.31
2004-06-08;-457283.47
2004-06-09;232482.78
2004-06-11;-564455.05
2004-06-14;-333258.0
2004-06-15;43520.88
2004-06-16;-256762.6
2004-06-17;-238936.55
2004-06-18;31106.07
2004-06-21;-228090.27
2004-06-22;-229407.68
2004-06-23;-303422.34
2004-06-24;-30097.07
2004-06-25;242036.2
2004-06-28;-135543.34
2004-06-29;153411.48
2004-06-30;704854.95
2004-07-01;714536.14
2004-07-02;414484.57
2004-07-05;189214.69
2004-07-06;410075.36
2004-07-07;192467.55
2004-07-08;-268066.92
2004-07-09;226561.42
2004-07-12;-300043.7
2004-07-13;-345900.15
2004-07-14;-40715.24
2004-07-15;236576.41
2004-07-16;-53780.44
2004-07-19;-457504.27
2004-07-20;22495.81
2004-07-21;-226465.44
2004-07-22;-201351.81
2004-07-23;27578.35
2004-07-26;-261861.36
2004-07-27;-172173.6
2004-07-28;-193918.11
2004-07-29;188028.94
2004-07-30;762287.61
2004-08-02;383427.92
2004-08-03;116606.43
2004-08-04;-119198.93
2004-08-05;451326.87
2004-08-06;768156.98
2004-08-09;-493200.92
2004-08-10;26586.0
2004-08-11;-543122.06
2004-08-12;-205584.56
2004-08-13;396781.48
2004-08-16;-394825.32
2004-08-17;-380234.05
2004-08-18;-385452.27
2004-08-19;-195696.13
2004-08-20;106052.11
2004-08-23;-241069.18
2004-08-24;-287816.09
2004-08-25;255059.57
2004-08-26;-33218.73
2004-08-27;50258.77
2004-08-30;65533.66
2004-08-31;411390.09
2004-09-01;339515.16
2004-09-02;295028.27
2004-09-03;583977.98
2004-09-06;121029.85
2004-09-08;-60901.29
2004-09-09;-465927.48
2004-09-10;296236.04
2004-09-13;-650510.54
2004-09-14;-327862.37
2004-09-15;136552.2
2004-09-16;-262622.61
2004-09-17;-228262.96
2004-09-20;-97914.9
2004-09-21;-293877.39
2004-09-22;-303636.05
2004-09-23;-101416.08
2004-09-24;115531.19
2004-09-27;-117134.23
2004-09-28;-211099.29
2004-09-29;81194.56
2004-09-30;820278.12
2004-10-01;558411.32
2004-10-04;61759.92
2004-10-05;66819.69
2004-10-06;669215.45
2004-10-07;52724.54
2004-10-08;191597.31
2004-10-11;-830309.2
2004-10-13;-512247.62
2004-10-14;-213412.64
2004-10-15;149208.12
2004-10-18;-395273.05
2004-10-19;-367754.87
2004-10-20;41230.32
2004-10-21;-154530.11
2004-10-22;-149088.62
2004-10-25;-40708.06
2004-10-26;-198945.09
2004-10-27;62265.44
2004-10-28;162638.19
2004-10-29;776241.99
2004-11-01;422030.71
2004-11-03;-58708.64
2004-11-04;-129564.53
2004-11-05;944021.85
2004-11-08;74793.24
2004-11-09;-518917.33
2004-11-10;101294.91
2004-11-11;-406791.09
2004-11-12;260525.73
2004-11-16;-443744.49
2004-11-17;-488380.21
2004-11-18;-412656.42
2004-11-19;277732.32
2004-11-22;-196691.23
2004-11-23;-330868.36
2004-11-24;-240914.96
2004-11-25;371229.64
2004-11-26;243405.68
2004-11-29;-71734.59
2004-11-30;1251978.68
2004-12-01;1033932.12
2004-12-02;625210.62
2004-12-03;678090.01
2004-12-06;556075.65
2004-12-07;323839.23
2004-12-08;-424730.18
2004-12-09;-324783.52
2004-12-10;892935.82
2004-12-13;-660972.06
2004-12-14;-391671.72
2004-12-15;340269.41
2004-12-16;61551.07
2004-12-17;1209908.37
2004-12-20;1376713.76
2004-12-21;-400291.08
2004-12-22;-414412.66
2004-12-23;-195847.76
2004-12-24;-543226.33
2004-12-27;-497249.75
2004-12-28;-267120.38
2004-12-29;-264730.11
2004-12-30;606355.81
2004-12-31;-409836.62
2005-01-03;145008.51
2005-01-04;605713.0
2005-01-05;74352.4
2005-01-06;249767.84
2005-01-07;834516.81
2005-01-10;-46081.34
2005-01-11;-653921.75
2005-01-12;-384576.84
2005-01-13;-202750.51
2005-01-14;179113.61
2005-01-17;-525071.18
2005-01-18;-570406.52
2005-01-19;-376237.38
2005-01-20;58865.09
2005-01-21;-152862.62
2005-01-24;-348309.43
2005-01-25;-150873.48
2005-01-26;-225767.05
2005-01-27;59397.68
2005-01-28;361054.9
2005-01-31;251672.33
2005-02-01;606276.36
2005-02-02;392333.71
2005-02-03;-226043.34
2005-02-04;1276533.26
2005-02-09;-753646.29
2005-02-10;-171576.27
2005-02-11;-655239.82
2005-02-14;-630782.42
2005-02-15;-35612.05
2005-02-16;-459220.26
2005-02-17;-409345.31
2005-02-18;11673.5
2005-02-21;-373269.97
2005-02-22;-126493.7
2005-02-23;-441713.54
2005-02-24;43217.82
2005-02-25;955988.56
2005-02-28;360455.96
2005-03-01;691414.04
2005-03-02;-121330.72
2005-03-03;-68654.85
2005-03-04;991533.02
2005-03-07;-26933.85
2005-03-08;-550201.94
2005-03-09;-451239.21
2005-03-10;209883.32
2005-03-11;-486551.48
2005-03-14;-417907.34
2005-03-15;-87839.18
2005-03-16;-295381.81
2005-03-17;-255024.37
2005-03-18;-128721.67
2005-03-21;-298258.92
2005-03-22;-364409.96
2005-03-23;-225854.04
2005-03-24;283734.45
2005-03-28;-539984.53
2005-03-29;-261325.29
2005-03-30;310200.3
2005-03-31;669557.31
2005-04-01;1352442.58
2005-04-04;65207.65
2005-04-05;77658.95
2005-04-06;622877.74
2005-04-07;153970.81
2005-04-08;56314.1
2005-04-11;-731400.73
2005-04-12;-495507.49
2005-04-13;-469838.27
2005-04-14;-239160.83
2005-04-15;104122.45
2005-04-18;-333548.53
2005-04-19;-460589.03
2005-04-20;-67727.97
2005-04-22;-382612.79
2005-04-25;-300057.04
2005-04-26;-275947.4
2005-04-27;-54723.35
2005-04-28;211264.97
2005-04-29;734974.22
2005-05-02;469859.2
2005-05-03;-135025.09
2005-05-04;-197977.6
2005-05-05;355190.54
2005-05-06;909384.55
2005-05-09;-621136.03
2005-05-10;-28167.72
2005-05-11;-576549.39
2005-05-12;-322132.68
2005-05-13;143981.74
2005-05-16;-454971.71
2005-05-17;-462884.7
2005-05-18;-419832.88
2005-05-19;-250599.46
2005-05-20;227885.38
2005-05-23;-367269.42
2005-05-24;-154540.17
2005-05-25;31320.35
2005-05-27;10954.3
2005-05-30;64308.4
2005-05-31;487209.2
2005-06-01;524094.68
2005-06-02;184743.36
2005-06-03;459322.43
2005-06-06;375510.51
2005-06-07;115525.12
2005-06-08;-530389.79
2005-06-09;-387636.91
2005-06-10;343303.82
2005-06-13;-699353.59
2005-06-14;-278738.09
2005-06-15;57676.98
2005-06-16;-238033.11
2005-06-17;-255640.4
2005-06-20;-112029.45
2005-06-21;-243029.66
2005-06-22;-343059.85
2005-06-23;-96987.05
2005-06-24;125139.58
2005-06-27;-203822.48
2005-06-28;-236543.84
2005-06-29;297790.82
2005-06-30;897775.6
2005-07-01;830732.41
2005-07-04;67654.63
2005-07-05;220587.47
2005-07-06;670747.13
2005-07-07;233442.34
2005-07-08;245045.45
2005-07-11;-639494.77
2005-07-12;-399072.82
2005-07-13;-506213.45
2005-07-14;-81214.23
2005-07-15;176228.57
2005-07-18;-371649.33
2005-07-19;-429922.49
2005-07-20;-9950.47
2005-07-21;-183734.06
2005-07-22;-211835.39
2005-07-25;156924.47
2005-07-26;-294949.0
2005-07-27;-27103.06
2005-07-28;264078.0
2005-07-29;764314.79
2005-08-01;547711.97
2005-08-02;180504.67
2005-08-03;-76113.22
2005-08-04;67214.73
2005-08-05;1262707.13
2005-08-08;-546058.34
2005-08-09;-603579.6
2005-08-10;158429.27
2005-08-11;-571600.29
2005-08-12;-172428.07
2005-08-15;-97888.78
2005-08-16;-412818.74
2005-08-17;-441899.33
2005-08-18;-252285.77
2005-08-19;59213.73
2005-08-22;-281810.15
2005-08-23;-347621.7
2005-08-24;-343380.79
2005-08-25;142604.96
2005-08-26;28276.64
2005-08-29;-252622.42
2005-08-30;350216.5
2005-08-31;565097.4
2005-09-01;608944.0
2005-09-02;310033.92
2005-09-05;55330.34
2005-09-06;886726.92
2005-09-08;-287184.48
2005-09-09;91772.51
2005-09-12;-864623.54
2005-09-13;-480599.05
2005-09-14;-169595.81
2005-09-15;190617.56
2005-09-16;-199992.28
2005-09-19;-540640.0
2005-09-20;29335.42
2005-09-21;-246788.13
2005-09-22;-218100.8
2005-09-23;-20955.26
2005-09-26;-281805.72
2005-09-27;-203185.94
2005-09-28;-244017.03
2005-09-29;305792.96
2005-09-30;793177.09
2005-10-03;507321.67
2005-10-04;55375.35
2005-10-05;261112.31
2005-10-06;625307.2
2005-10-07;308902.71
2005-10-10;-208845.3
2005-10-11;-719213.05
2005-10-13;-503621.65
2005-10-14;212648.86
2005-10-17;-566503.15
2005-10-18;-367433.2
2005-10-19;-356369.31
2005-10-20;124132.83
2005-10-21;-133899.5
2005-10-24;-460852.29
2005-10-25;-18511.65
2005-10-26;-91432.16
2005-10-27;566284.68
2005-10-28;504278.42
2005-10-31;-6031.16
2005-11-01;664498.03
2005-11-03;147133.59
2005-11-04;271908.28
2005-11-07;225173.58
2005-11-08;83221.0
2005-11-09;-567203.66
2005-11-10;151991.88
2005-11-11;-374394.93
2005-11-14;-216124.68
2005-11-16;-458242.83
2005-11-17;-479083.14
2005-11-18;-67843.17
2005-11-21;-182497.55
2005-11-22;-332320.37
2005-11-23;-274053.22
2005-11-24;-174134.83
2005-11-25;422067.02
2005-11-28;-157143.65
2005-11-29;159989.4
2005-11-30;1682488.31
2005-12-01;1365920.38
2005-12-02;665944.07
2005-12-05;186001.74
2005-12-06;865108.4
2005-12-07;460338.07
2005-12-08;-319430.87
2005-12-09;620672.49
2005-12-12;-828529.84
2005-12-13;-552370.36
2005-12-14;-200083.28
2005-12-15;1638617.3
2005-12-16;36439.22
2005-12-19;-502097.38
2005-12-20;1600057.13
2005-12-21;-166340.6
2005-12-22;-222183.11
2005-12-23;-157378.04
2005-12-26;-901600.14
2005-12-27;-469582.08
2005-12-28;-230345.18
2005-12-29;1322350.93
2005-12-30;-468940.59
2006-01-02;138195.19
2006-01-03;457675.75
2006-01-04;-225415.12
2006-01-05;557044.7
2006-01-06;920155.52
2006-01-09;-645631.92
2006-01-10;70155.65
2006-01-11;-656176.34
2006-01-12;-394204.34
2006-01-13;75752.78
2006-01-16;-714140.05
2006-01-17;-583911.37
2006-01-18;-542717.38
2006-01-19;-286094.47
2006-01-20;122730.15
2006-01-23;-547682.34
2006-01-24;-240585.98
2006-01-25;-120464.3
2006-01-26;-253856.23
2006-01-27;322023.74
2006-01-30;-40206.69
2006-01-31;567897.47
2006-02-01;587332.31
2006-02-02;198350.77
2006-02-03;352469.25
2006-02-06;194298.09
2006-02-07;63010.06
2006-02-08;-693080.74
2006-02-09;-428399.17
2006-02-10;371581.46
2006-02-13;-874726.78
2006-02-14;-505187.05
2006-02-15;55262.61
2006-02-16;-337175.49
2006-02-17;-385248.03
2006-02-20;-251031.1
2006-02-21;-254450.98
2006-02-22;172610.82
2006-02-23;229154.27
2006-02-24;1884515.34
2006-03-01;208497.68
2006-03-02;-503856.53
2006-03-03;52384.45
2006-03-06;129007.33
2006-03-07;153139.38
2006-03-08;-577074.37
2006-03-09;-439258.58
2006-03-10;285190.31
2006-03-13;-801306.86
2006-03-14;-527627.75
2006-03-15;-112900.45
2006-03-16;-250041.95
2006-03-17;-357502.4
2006-03-20;-214459.7
2006-03-21;-360985.32
2006-03-22;-418104.21
2006-03-23;-236230.04
2006-03-24;-12261.4
2006-03-27;-298136.6
2006-03-28;-319731.0
2006-03-29;-9522.95
2006-03-30;428072.05
2006-03-31;791523.27
2006-04-03;352180.82
2006-04-04;346121.68
2006-04-05;-111173.04
2006-04-06;648796.33
2006-04-07;255467.07
2006-04-10;-263258.71
2006-04-11;-733951.11
2006-04-12;-455870.16
2006-04-13;189439.69
2006-04-17;-762904.1
2006-04-18;-551341.33
2006-04-19;-417956.1
2006-04-20;-14909.47
2006-04-24;-614602.01
2006-04-25;-120583.14
2006-04-26;-148538.46
2006-04-27;302550.5
2006-04-28;823788.69
2006-05-02;459977.39
2006-05-03;92902.48
2006-05-04;-325443.67
2006-05-05;1159968.32
2006-05-08;78793.79
2006-05-09;-669941.07
2006-05-10;74976.0
2006-05-11;-562332.3
2006-05-12;-264663.5
2006-05-15;-196857.58
2006-05-16;-512805.64
2006-05-17;-471735.53
2006-05-18;-313778.97
2006-05-19;126577.62
2006-05-22;-288503.08
2006-05-23;-392202.05
2006-05-24;-245257.98
2006-05-25;115606.54
2006-05-26;101814.45
2006-05-29;-273040.09
2006-05-30;144139.74
2006-05-31;763702.22
2006-06-01;691240.07
2006-06-02;424605.26
2006-06-05;106332.31
2006-06-06;621751.65
2006-06-07;496783.39
2006-06-08;-543956.08
2006-06-09;142845.34
2006-06-12;-730351.85
2006-06-13;-448055.03
2006-06-14;259890.96
2006-06-16;-339315.58
2006-06-19;-611155.87
2006-06-20;-94808.65
2006-06-21;-273842.34
2006-06-22;-263519.36
2006-06-23;104223.21
2006-06-26;-265628.95
2006-06-27;-130417.73
2006-06-28;-188439.32
2006-06-29;302474.4
2006-06-30;1122798.0
2006-07-03;718049.78
2006-07-04;601079.63
2006-07-05;90366.17
2006-07-06;891839.51
2006-07-07;722064.21
2006-07-10;-197173.08
2006-07-11;-158650.63
2006-07-12;-589639.45
2006-07-13;-273090.54
2006-07-14;566859.04
2006-07-17;-624188.06
2006-07-18;-508792.58
2006-07-19;-350898.07
2006-07-20;136953.17
2006-07-21;-188582.48
2006-07-24;-535768.94
2006-07-25;-31910.84
2006-07-26;-227009.5
2006-07-27;189871.78
2006-07-28;615537.12
2006-07-31;334499.95
2006-08-01;895680.53
2006-08-02;213342.06
2006-08-03;99436.94
2006-08-04;1158235.49
2006-08-07;469778.22
2006-08-08;-737661.01
2006-08-09;-623977.08
2006-08-10;97850.6
2006-08-11;-453937.83
2006-08-14;-566049.93
2006-08-15;215966.95
2006-08-16;-412626.9
2006-08-17;-423291.91
2006-08-18;22452.17
2006-08-21;-262007.29
2006-08-22;-406085.89
2006-08-23;-355446.65
2006-08-24;-61046.93
2006-08-25;369527.0
2006-08-28;-439215.31
2006-08-29;-181178.24
2006-08-30;222234.51
2006-08-31;838911.15
2006-09-01;1268849.01
2006-09-04;375401.37
2006-09-05;217914.18
2006-09-06;1924167.15
2006-09-08;233652.28
2006-09-11;-1022566.46
2006-09-12;-696514.97
2006-09-13;-488128.96
2006-09-14;-86830.45
2006-09-15;398523.82
2006-09-18;-442821.69
2006-09-19;-477128.53
2006-09-20;77385.78
2006-09-21;-180090.87
2006-09-22;-259225.98
2006-09-25;-149167.5
2006-09-26;-254220.62
2006-09-27;34270.98
2006-09-28;255646.73
2006-09-29;1099646.94
2006-10-02;775105.31
2006-10-03;372484.75
2006-10-04;-307824.5
2006-10-05;504616.67
2006-10-06;1702828.17
2006-10-09;-889837.34
2006-10-10;-148526.42
2006-10-11;-528797.51
2006-10-13;-68823.76
2006-10-16;-611093.12
2006-10-17;-506907.09
2006-10-18;-428466.04
2006-10-19;-187386.06
2006-10-20;248495.47
2006-10-23;-353189.34
2006-10-24;-148747.41
2006-10-25;29814.36
2006-10-26;24309.57
2006-10-27;694143.76
2006-10-30;139877.92
2006-10-31;684374.88
2006-11-01;962669.31
2006-11-03;281132.65
2006-11-06;-161817.97
2006-11-07;782938.03
2006-11-08;728537.54
2006-11-09;-657872.15
2006-11-10;114462.11
2006-11-13;-605639.23
2006-11-14;241662.38
2006-11-16;-466185.07
2006-11-17;-170477.32
2006-11-20;-195408.93
2006-11-21;-354545.88
2006-11-22;-250938.46
2006-11-23;-388629.81
2006-11-24;319696.97
2006-11-27;-14981.79
2006-11-28;-88599.35
2006-11-29;126270.7
2006-11-30;2075796.86
2006-12-01;1513770.24
2006-12-04;48071.39
2006-12-05;331395.18
2006-12-06;1362692.04
2006-12-07;1601480.07
2006-12-08;134222.59
2006-12-11;-1214333.02
2006-12-12;-515692.34
2006-12-13;-534611.24
2006-12-14;232095.64
2006-12-15;1618343.78
2006-12-18;-375620.99
2006-12-19;-314521.69
2006-12-20;2702657.35
2006-12-21;2329.81
2006-12-22;834758.85
2006-12-26;-1488459.75
2006-12-27;-379675.74
2006-12-28;1336961.14
2006-12-29;-599417.35
2007-01-02;-662129.74
2007-01-03;1458207.72
2007-01-04;57686.17
2007-01-05;1383508.67
2007-01-08;710561.97
2007-01-09;-846116.53
2007-01-10;-85610.79
2007-01-11;-427278.53
2007-01-12;-410121.4
2007-01-15;-376330.71
2007-01-16;-394814.84
2007-01-17;-728337.15
2007-01-18;-400969.48
2007-01-19;168242.59
2007-01-22;-322474.4
2007-01-23;-368594.59
2007-01-24;-291779.93
2007-01-25;698.83
2007-01-26;2219.61
2007-01-29;-150134.05
2007-01-30;390021.63
2007-01-31;688003.38
2007-02-01;1184180.47
2007-02-02;40748.87
2007-02-05;395439.62
2007-02-06;869870.68
2007-02-07;403004.06
2007-02-08;-713404.06
2007-02-09;190428.38
2007-02-12;-1069565.72
2007-02-13;-403168.07
2007-02-14;-660324.59
2007-02-15;423085.61
2007-02-16;468882.54
2007-02-21;-898562.44
2007-02-22;-688639.24
2007-02-23;223665.1
2007-02-26;-346793.08
2007-02-27;524672.44
2007-02-28;940887.92
2007-03-01;1309951.68
2007-03-02;27659.59
2007-03-05;403029.38
2007-03-06;948936.37
2007-03-07;601196.35
2007-03-08;-893833.15
2007-03-09;94063.29
2007-03-12;-770740.32
2007-03-13;-436686.91
2007-03-14;-560551.86
2007-03-15;252141.02
2007-03-16;-58965.41
2007-03-19;-770513.24
2007-03-20;104152.3
2007-03-21;-295107.53
2007-03-22;-381345.66
2007-03-23;86513.14
2007-03-26;-162684.0
2007-03-27;48344.81
2007-03-28;-103780.86
2007-03-29;474735.51
2007-03-30;1200962.08
2007-04-02;1014589.48
2007-04-03;177416.4
2007-04-04;86011.19
2007-04-05;1784840.87
2007-04-09;-87823.4
2007-04-10;-130017.26
2007-04-11;-755515.25
2007-04-12;-328356.59
2007-04-13;188323.61
2007-04-16;-341411.88
2007-04-17;-350680.28
2007-04-18;-540565.68
2007-04-19;-148928.58
2007-04-20;178367.59
2007-04-23;17709.21
2007-04-24;-368981.69
2007-04-25;-8965.35
2007-04-26;28422.97
2007-04-27;1201122.46
2007-04-30;74026.43
2007-05-02;1065076.58
2007-05-03;32715.75
2007-05-04;569227.62
2007-05-07;675206.45
2007-05-08;973591.09
2007-05-09;-945120.95
2007-05-10;29915.42
2007-05-11;-468739.32
2007-05-14;-661969.34
2007-05-15;242396.76
2007-05-16;-309826.73
2007-05-17;-510632.08
2007-05-18;87960.11
2007-05-21;-99567.98
2007-05-22;-264733.06
2007-05-23;-565586.08
2007-05-24;-182998.97
2007-05-25;80271.88
2007-05-28;-50387.99
2007-05-29;-475.72
2007-05-30;367975.17
2007-05-31;969880.84
2007-06-01;1149133.82
2007-06-04;247795.57
2007-06-05;330563.61
2007-06-06;1596422.96
2007-06-08;601459.79
2007-06-11;-1340576.65
2007-06-12;-575640.96
2007-06-13;-751520.27
2007-06-14;-212786.03
2007-06-15;391210.43
2007-06-18;-195854.18
2007-06-19;-523308.22
2007-06-20;-76676.81
2007-06-21;5847.38
2007-06-22;-435033.98
2007-06-25;-177333.59
2007-06-26;-99950.39
2007-06-27;357570.94
2007-06-28;333574.82
2007-06-29;1218258.83
2007-07-02;1291574.88
2007-07-03;218574.64
2007-07-04;-119406.26
2007-07-05;707405.24
2007-07-06;1986659.87
2007-07-09;-365216.9
2007-07-10;397006.64
2007-07-11;-468927.67
2007-07-12;-774881.07
2007-07-13;405465.29
2007-07-16;-416326.12
2007-07-17;-368774.93
2007-07-18;-444668.28
2007-07-19;-286630.18
2007-07-20;328010.51
2007-07-23;-203478.88
2007-07-24;-373759.08
2007-07-25;-311025.81
2007-07-26;160386.38
2007-07-27;466999.38
2007-07-30;379877.9
2007-07-31;484389.59
2007-08-01;962302.6
2007-08-02;-80900.15
2007-08-03;578998.52
2007-08-06;691746.9
2007-08-07;1144022.16
2007-08-08;-1071342.99
2007-08-09;-585249.42
2007-08-10;418388.9
2007-08-13;-14121.61
2007-08-14;-819321.01
2007-08-15;160704.48
2007-08-16;1034.9
2007-08-17;676057.14
2007-08-20;-903119.7
2007-08-21;33417.48
2007-08-22;-555000.26
2007-08-23;-97737.37
2007-08-24;175729.53
2007-08-27;-9850.77
2007-08-28;-114421.76
2007-08-29;-49637.57
2007-08-30;1000821.65
2007-08-31;832952.92
2007-09-03;1088541.1
2007-09-04;607843.67
2007-09-05;371910.3
2007-09-06;2668489.09
2007-09-10;-310537.62
2007-09-11;-537999.57
2007-09-12;-1094264.31
2007-09-13;-357979.1
2007-09-14;487271.97
2007-09-17;-358205.05
2007-09-18;-258941.78
2007-09-19;-532844.19
2007-09-20;290026.65
2007-09-21;114709.63
2007-09-24;-469943.6
2007-09-25;162179.72
2007-09-26;73543.15
2007-09-27;429998.51
2007-09-28;1055449.31
2007-10-01;1109961.86
2007-10-02;119571.34
2007-10-03;-511581.76
2007-10-04;595807.63
2007-10-05;2427957.35
2007-10-08;-792496.0
2007-10-09;-1038558.58
2007-10-10;-41689.1
2007-10-11;268406.73
2007-10-15;-452372.73
2007-10-16;-390873.35
2007-10-17;-1018171.38
2007-10-18;-209651.38
2007-10-19;241392.79
2007-10-22;-250783.07
2007-10-23;-268248.47
2007-10-24;-488768.14
2007-10-25;139128.85
2007-10-26;840374.67
2007-10-29;-267388.36
2007-10-30;710499.83
2007-10-31;750732.29
2007-11-01;1653016.31
2007-11-05;-105771.1
2007-11-06;-76642.49
2007-11-07;446073.37
2007-11-08;441177.89
2007-11-09;-37028.82
2007-11-12;-994146.69
2007-11-13;-247546.24
2007-11-14;428119.3
2007-11-16;-352683.54
2007-11-19;-575546.14
2007-11-20;-97020.41
2007-11-21;-324165.02
2007-11-22;-118149.3
2007-11-23;-27688.02
2007-11-26;-343392.61
2007-11-27;95678.52
2007-11-28;-112480.88
2007-11-29;545479.79
2007-11-30;2205198.78
2007-12-03;3264870.53
2007-12-04;-739992.06
2007-12-05;227576.74
2007-12-06;1526243.33
2007-12-07;120896.82
2007-12-10;-24804.23
2007-12-11;-392763.6
2007-12-12;-1142758.4
2007-12-13;-71663.12
2007-12-14;2595446.19
2007-12-17;-560559.54
2007-12-18;-44682.22
2007-12-19;-140101.71
2007-12-20;3346915.9
2007-12-21;908122.74
2007-12-24;-1693430.7
2007-12-26;-801452.27
2007-12-27;1024007.41
2007-12-28;1172974.97
2007-12-31;-442213.57
2008-01-02;-599694.17
2008-01-03;1819024.38
2008-01-04;-96602.44
2008-01-07;483621.05
2008-01-08;218316.89
2008-01-09;-902982.98
2008-01-10;139775.45
2008-01-11;-217389.02
2008-01-14;-1251355.14
2008-01-15;61344.15
2008-01-16;-421037.04
2008-01-17;-605401.05
2008-01-18;-6058.95
2008-01-21;-227190.29
2008-01-22;-124680.46
2008-01-23;-608600.73
2008-01-24;-9181.86
2008-01-25;381185.24
2008-01-28;-84754.42
2008-01-29;1137078.6
2008-01-30;-125172.25
2008-01-31;1063107.65
2008-02-01;2860370.68
2008-02-06;-953259.92
2008-02-07;-80737.71
2008-02-08;51052.02
2008-02-11;-948960.56
2008-02-12;-197318.66
2008-02-13;-839704.53
2008-02-14;-311100.18
2008-02-15;662048.54
2008-02-18;-413123.21
2008-02-19;-428973.79
2008-02-20;-158240.89
2008-02-21;168659.18
2008-02-22;30763.78
2008-02-25;-199232.58
2008-02-26;-244383.61
2008-02-27;170285.95
2008-02-28;688395.87
2008-02-29;1263077.3
2008-03-03;1431510.64
2008-03-04;-60278.5
2008-03-05;-30644.36
2008-03-06;1015209.4
2008-03-07;22284.93
2008-03-10;-337459.65
2008-03-11;-740195.12
2008-03-12;-464601.26
2008-03-13;-706628.96
2008-03-14;540702.29
2008-03-17;-472629.05
2008-03-18;-30817.67
2008-03-19;-201345.88
2008-03-20;489945.31
2008-03-24;-572714.52
2008-03-25;-187006.45
2008-03-26;-477981.04
2008-03-27;295163.48
2008-03-28;1340048.65
2008-03-31;128888.43
2008-04-01;2097732.38
2008-04-02;38026.78
2008-04-03;-239371.49
2008-04-04;1544396.76
2008-04-07;-262220.61
2008-04-08;-347540.56
2008-04-09;-809301.23
2008-04-10;152449.42
2008-04-11;-200455.53
2008-04-14;-843434.85
2008-04-15;274365.19
2008-04-16;-461085.91
2008-04-17;-472354.41
2008-04-18;-51158.47
2008-04-22;-285713.2
2008-04-23;-132376.36
2008-04-24;-217764.62
2008-04-25;260423.39
2008-04-28;-157001.67
2008-04-29;517238.7
2008-04-30;-2420364.72
2008-05-02;923509.22
2008-05-05;65976.76
2008-05-06;-361216.34
2008-05-07;1166510.26
2008-05-08;-70330.46
2008-05-09;297927.34
2008-05-12;-1075681.33
2008-05-13;-370661.02
2008-05-14;-43921.39
2008-05-15;482902.74
2008-05-16;-519065.09
2008-05-19;-389325.48
2008-05-20;-97616.73
2008-05-21;10625.25
2008-05-23;49007.5
2008-05-26;-533688.72
2008-05-27;227189.55
2008-05-28;-104523.46
2008-05-29;498563.57
2008-05-30;1000605.33
2008-06-02;507788.46
2008-06-03;-158754.24
2008-06-04;279374.01
2008-06-05;449013.62
2008-06-06;880552.78
2008-06-09;-662582.11
2008-06-10;-260130.43
2008-06-11;-415754.64
2008-06-12;-44453.57
2008-06-13;527885.48
2008-06-16;-643735.25
2008-06-17;-396003.18
2008-06-18;-40934.47
2008-06-19;-43425.44
2008-06-20;221293.58
2008-06-23;-641580.83
2008-06-24;-82164.79
2008-06-25;113530.23
2008-06-26;232359.09
2008-06-27;1675178.19
2008-06-30;-162678.14
2008-07-01;1737789.55
2008-07-02;-540240.74
2008-07-03;-11180.94
2008-07-04;2020513.96
2008-07-07;-720316.66
2008-07-08;-482043.95
2008-07-09;1038797.19
2008-07-10;-186171.71
2008-07-11;-449779.14
2008-07-14;-323227.7
2008-07-15;-65049.08
2008-07-16;-431497.99
2008-07-17;-6867.67
2008-07-18;-108358.31
2008-07-21;-540735.19
2008-07-22;-306048.94
2008-07-23;-212590.35
2008-07-24;-49267.31
2008-07-25;248946.37
2008-07-28;-538588.49
2008-07-29;266769.84
2008-07-30;839757.23
2008-07-31;446939.33
2008-08-01;1290137.38
2008-08-04;-507482.21
2008-08-05;379763.05
2008-08-06;374113.35
2008-08-07;-82754.69
2008-08-08;304603.05
2008-08-11;-1268057.45
2008-08-12;-394595.7
2008-08-13;-248815.53
2008-08-14;23427.51
2008-08-15;474933.26
2008-08-18;-784244.64
2008-08-19;-232994.17
2008-08-20;31164.94
2008-08-21;-185608.5
2008-08-22;30744.94
2008-08-25;-85838.74
2008-08-26;-179678.07
2008-08-27;1084466.51
2008-08-28;565947.35
2008-08-29;1154754.76
2008-09-01;910320.81
2008-09-02;37450.04
2008-09-03;47884.3
2008-09-04;588853.21
2008-09-05;1606641.26
2008-09-08;-1382688.95
2008-09-09;-504847.22
2008-09-10;-15414.47
2008-09-11;-334464.97
2008-09-12;302377.78
2008-09-15;66187.94
2008-09-16;-1031660.85
2008-09-17;-39640.42
2008-09-18;146157.91
2008-09-19;138473.36
2008-09-22;-647774.28
2008-09-23;18517.89
2008-09-24;228829.27
2008-09-25;326645.46
2008-09-26;387712.05
2008-09-29;-165438.38
2008-09-30;1095841.55
2008-10-01;1293303.75
2008-10-02;-136243.8
2008-10-03;677792.39
2008-10-06;247947.81
2008-10-07;-342079.02
2008-10-08;-633308.02
2008-10-09;-368750.54
2008-10-10;278226.37
2008-10-13;-901717.38
2008-10-14;-326610.77
2008-10-15;77539.97
2008-10-16;-389063.4
2008-10-17;-121528.91
2008-10-20;-160018.36
2008-10-21;-304246.1
2008-10-22;-385663.36
2008-10-23;-235305.65
2008-10-24;172046.99
2008-10-27;-344309.41
2008-10-28;145126.74
